alpha_id,strategy,gamma,base_spread,vol_mult,vol_window,order_notional,refresh_bars,target_pct,max_inv_mult,is_sharpe_mean,is_pnl_pct_mean,is_max_dd_worst,oos_sharpe_mean,oos_pnl_pct_mean,oos_max_dd_worst,n_sym_profit_oos,avg_fills,score
AV0240,avellaneda,26.889999616197375,0.0004992867793508652,23.877386185948758,120,100.0,3,0.5,5.442451658355478,3.4746057195657962,0.5250446797268287,-0.41248831266935665,2.34992393722178,0.17493032696090452,-0.35309065662728245,7,75.4,7.692656474378777
AV2618,avellaneda,0.6280854498591982,0.0028594882721203357,2.754142773535251,120,50.0,3,0.6,11.467290859539151,2.630595000735276,0.42378389576178055,-0.4755786163548874,2.88953104669858,0.18588551933367126,-0.34964838724823494,7,509.1,7.683359409546744
AV3688,avellaneda,5.600009804790246,0.0023101771625838037,8.292204838898448,60,50.0,2,0.4,8.892791321916722,3.6914682375644423,0.5233767753814319,-0.42292214507215253,2.1867317140710965,0.15050042061124075,-0.3453311306212163,7,139.1,7.6827899084129525
AV2571,avellaneda,25.201216833797737,0.0005152159091383445,28.58385406911229,480,300.0,5,0.6,7.366468550942103,3.174304199341605,0.5715178887976616,-0.46898208422682724,2.529490643994014,0.19521104705041764,-0.41448461891215627,7,21.5,7.681309856229092
AV2467,avellaneda,17.980879973097412,0.0002555738877477771,38.03073163723056,120,75.0,5,0.6,3.700676152652354,3.9237439679204487,0.4935109701014208,-0.3842857232821916,2.0291907596340204,0.13005180208431194,-0.3740340722575093,7,24.8,7.678221132042738
AV0378,avellaneda,31.935947224688245,0.0009720007393602061,44.54077520685207,480,100.0,1,0.6,11.73245693896536,3.9801356337741396,0.5244114274866443,-0.40886791025444835,1.9857086616782287,0.1330302277515566,-0.3572704933244677,7,22.0,7.676815776508102
AV1203,avellaneda,27.954226935304117,0.004926618318090493,39.831895013443194,480,50.0,1,0.4,3.5590727095675385,3.956099354013561,0.5475856937034569,-0.38267334484546156,1.9939006046256584,0.14407490866536315,-0.3498944227428001,7,65.8,7.674617405614276
AV2432,avellaneda,10.287096333653091,0.0009849976284774587,24.95303049501374,60,75.0,10,0.5,11.988846335660902,3.6890969135103746,0.5097899381375683,-0.42125816582141856,2.160680861241963,0.14045239264623885,-0.3369122876686015,7,40.4,7.670056915763579
AV2804,avellaneda,32.15260543932888,0.0007113893891041983,41.84945109811597,240,50.0,5,0.6,5.015417602751215,3.746937695276889,0.5187741039592656,-0.37567263131306394,2.1184089069352234,0.1556570675015664,-0.33859012606335454,7,88.4,7.669502474540241
AV1098,avellaneda,33.798461060196765,0.0031394185291422033,50.81074267806615,480,50.0,3,0.4,3.7066984493446236,3.8777580506591365,0.5290816149459661,-0.380992860493443,2.032148407920011,0.14372164987415997,-0.3504457282157273,7,65.1,7.6682651870587355
AV1026,avellaneda,47.24422766906288,0.0005236129888764906,37.702442666868535,120,150.0,5,0.6,7.036328988500642,3.5374784351181803,0.5247150976267531,-0.3919257964300414,2.2463232901140886,0.17389767560493055,-0.3388772571181471,7,38.5,7.6656681897081
