alpha_id,strategy,n_grid,grid_step,tp_steps,recenter_bars,recenter_threshold,leverage,target_pct,is_sharpe_mean,is_pnl_pct_mean,is_max_dd_worst,oos_sharpe_mean,oos_pnl_pct_mean,oos_max_dd_worst,n_sym_profit_oos,avg_fills,score
GR1229,grid,4,0.009456438699168042,1,120,0.07961932915073888,1,0.5,2.259586052157171,2.6572541067534097,-3.6423466172653756,3.4430377751995436,1.0115182572444283,-1.3417163566930321,9,179.1,9.427661293664919
GR3351,grid,4,0.010741053391207171,1,120,0.0691408758132932,1,0.5,2.4791467133602323,2.8311057144493477,-3.5321448154986683,3.2913020775424244,0.986090152182733,-1.6460703657366138,9,151.4,9.404952939132581
GR3803,grid,3,0.010670846281034643,1,120,0.06927210487480276,3,0.5,2.3779683192276373,9.816639917179188,-10.775897311463268,3.33930573912703,3.5935738780662945,-5.106176750150353,9,140.4,9.397193383611736
GR3903,grid,6,0.006892141723629664,1,30,0.06253667342226517,3,0.5,2.7066291696377123,6.167582867917184,-7.060158463900934,3.161450093906675,1.778630310919116,-3.2610470952155626,9,252.1,9.381268892309913
GR0897,grid,5,0.005715353124296204,1,30,0.07078919310325621,3,0.5,2.49629768376897,7.8622206028287325,-10.319314470262144,3.289588276140453,2.4665053287815115,-4.348866804413301,9,349.1,9.365592447431618
GR0119,grid,4,0.005957706101008637,1,30,0.06864030296701132,2,0.5,2.150851698318387,5.475041395045263,-7.75817878091937,3.4729731413172273,2.236772776919543,-3.7602359372867613,9,306.6,9.361421089004626
GR3776,grid,5,0.006888375529825625,1,30,0.0652911244258189,3,0.5,2.6647514796893277,7.253400756616597,-8.472283451930798,3.146632671998572,2.121505661620633,-3.9972118049506573,9,249.5,9.345297890938769
GR0674,grid,4,0.004350064268501378,1,30,0.07007912096145913,2,0.5,2.3745449153283453,6.5028115977105845,-7.817554018240662,3.383500252627954,2.3039002815050753,-4.56659309297158,9,509.0,9.345255025223196
GR0113,grid,3,0.006606456390275235,1,30,0.06901426720524166,2,0.5,2.157813378261361,6.116508949485217,-8.063020807123848,3.3863630147627903,2.789426156191621,-4.173761945229071,9,237.9,9.34393574590325
GR1703,grid,4,0.005759271988012741,1,30,0.0668022441512529,2,0.5,2.38329659754108,5.945585294592234,-7.685580973607266,3.270676479349838,2.0630585151419436,-3.472885349291246,9,328.7,9.34346495522363
GR0615,grid,3,0.0070680107594888715,1,30,0.06903782351694382,3,0.5,2.746497854444975,11.255385825853693,-10.810219420078248,3.1859594575218093,3.209457018949081,-6.308866794266378,9,222.1,9.33585566607825
GR2586,grid,6,0.0038489736094853887,1,30,0.06583672368817549,1,0.5,2.434735041089165,2.7661231202023844,-3.5085196768657623,3.1482687832566882,0.89978212544881,-1.5189682352278033,9,690.4,9.327985940714496
GR0128,grid,3,0.00511754862344026,1,30,0.07606248759347194,1,0.5,2.349737323776775,3.2441835282175324,-4.543472962217092,3.1723294258544774,1.3182642305811079,-2.605183978752611,9,346.2,9.28161953848888
